Transaction_ID;Date_Commande;Client_ID;Produit_ID;Commercial_ID;Quantite;Prix_Unitaire;Remise_Pct;Canal;Statut_Commande
V00600;2025-08-20;C0001;P033;COM02;2;226,31 €;3,0%;Commercial terrain;Livrée
V00601;2026-02-15;C0016;P025;COM05;9;293,57 €;3,0%;E-commerce;En cours
V00602;2025-10-24;C0054;P039;COM09;1;148,27 €;10,0%;Téléphone;Livrée
V00603;2026-02-04;C0029;P034;COM04;2;169,86 €;5,0%;Téléphone;Livrée
V00604;2025-02-06;C0052;P017;COM09;8;45,00 €;15,0%;Commercial terrain;En cours
V00605;2026-07-01;C0133;P003;COM03;6;549,73 €;15,0%;E-commerce;En cours
V00606;2025-05-02;C0057;P037;COM06;3;204,58 €;0,0%;E-commerce;Livrée
V00607;2025-05-25;C0145;P033;COM05;10;210,88 €;10,0%;Téléphone;Livrée
V00608;2025-06-26;C0014;P007;COM06;8;374,35 €;15,0%;E-commerce;Livrée
V00609;2025-04-27;C0147;P005;COM07;4;376,52 €;15,0%;Partenaire;Livrée
V00610;2025-05-04;C0038;P015;COM04;1;40,08 €;3,0%;E-commerce;Livrée
V00611;2025-10-08;C0039;P012;COM06;12;64,94 €;0,0%;Partenaire;Livrée
V00612;2026-08-19;C0012;P007;COM09;11;374,41 €;15,0%;Téléphone;Livrée
V00613;2026-05-14;C0022;P001;COM03;3;435,32 €;10,0%;Commercial terrain;En cours
V00614;2026-05-03;C0035;P011;COM07;11;39,19 €;5,0%;Partenaire;Livrée
V00615;2025-06-28;C0011;P034;COM03;10;171,24 €;10,0%;Commercial terrain;Livrée
V00616;2026-03-05;C0003;P014;COM03;2;44,82 €;0,0%;Commercial terrain;Annulée
V00617;2026-06-04;C0062;P015;COM06;5;37,26 €;0,0%;Téléphone;En cours
V00618;2026-05-25;C0048;P003;COM09;1;595,11 €;3,0%;Téléphone;En cours
V00619;2025-09-15;C0098;P003;COM06;2;602,48 €;8,0%;Téléphone;Livrée
V00620;2025-01-30;C0144;P005;COM07;4;391,33 €;8,0%;Commercial terrain;En cours
V00621;2025-07-23;C0095;P009;COM09;6;537,13 €;0,0%;Partenaire;Livrée
V00622;2026-01-20;C0062;P033;COM05;10;223,86 €;5,0%;Téléphone;Livrée
V00623;2026-04-11;C0048;P025;COM10;3;278,92 €;0,0%;Commercial terrain;Livrée
V00624;2025-07-27;C0098;P003;COM05;12;589,24 €;3,0%;Téléphone;Livrée
V00625;2026-04-22;C0135;P012;COM06;6;63,63 €;3,0%;Téléphone;Annulée
V00626;2025-06-24;C0065;P029;COM05;9;159,59 €;0,0%;Partenaire;En cours
V00627;2025-10-13;C0005;P017;COM02;4;44,63 €;8,0%;Téléphone;Annulée
V00628;2025-06-02;C0003;P003;COM04;1;621,81 €;10,0%;E-commerce;En cours
V00629;2026-06-28;C0116;P007;COM10;8;368,70 €;0,0%;E-commerce;En cours
V00630;2025-08-12;C0036;P020;COM08;4;49,67 €;0,0%;E-commerce;En cours
V00631;2025-11-09;C0044;P040;COM04;12;155,65 €;5,0%;e-commerce;Livrée
V00632;2026-02-20;C0050;P032;COM06;12;142,68 €;15,0%;E-commerce;En cours
V00633;2025-12-07;C0010;P030;COM02;5;150,74 €;8,0%;Téléphone;Livrée
V00634;2025-12-10;C0016;P004;COM06;2;653,45 €;5,0%;E-commerce;Livrée
V00635;2026-01-11;C0047;P039;COM01;12;144,70 €;0,0%;Commercial terrain;Livrée
V00636;2026-07-07;C0031;P015;COM02;12;40,96 €;3,0%;Commercial terrain;Livrée
V00637;2026-05-31;C0125;P004;COM04;2;652,56 €;5,0%;Partenaire;Annulée
V00638;2026-06-24;C0034;P037;COM04;11;206,79 €;3,0%;Partenaire;Annulée
V00639;2026-01-12;C0018;P032;COM03;2;132,45 €;0,0%;Commercial terrain;Livrée
V00640;2025-04-22;C0045;P009;COM02;12;531,26 €;0,0%;Téléphone;Annulée
V00641;2025-01-24;C0084;P037;COM04;3;197,59 €;5,0%;Partenaire;Livrée
V00642;2025-10-26;C0051;P002;COM07;4;797,90 €;8,0%;Commercial terrain;En cours
V00643;2026-08-16;C0101;P034;COM08;10;165,18 €;8,0%;Partenaire;En cours
V00644;2025-11-08;C0036;P012;COM08;5;63,69 €;3,0%;Commercial terrain;Livrée
V00645;2025-06-01;C0104;P032;COM02;3;142,41 €;0,0%;Commercial terrain;Livrée
V00646;2025-06-29;C0042;P017;COM01;2;42,91 €;3,0%;Téléphone;En cours
V00647;2025-09-24;C0109;P015;COM03;9;40,68 €;10,0%;Commercial terrain;Livrée
V00648;2025-06-01;C0111;P037;COM10;3;199,15 €;0,0%;E-commerce;En cours
V00649;2026-05-27;C0040;P022;COM10;3;165,82 €;10,0%;Commercial terrain;Livrée
V00650;2026-05-01;C0083;P040;COM09;12;162,21 €;5,0%;Commercial terrain;Livrée
V00651;2026-05-06;C0012;P039;COM09;2;136,12 €;5,0%;Téléphone;En cours
V00652;2026-01-01;C0025;P004;COM10;10;676,08 €;8,0%;Téléphone;Livrée
V00653;2025-07-20;C0007;P037;COM09;8;202,90 €;0,0%;Partenaire;Livrée
V00654;2026-05-18;C0091;P025;COM05;7;267,46 €;15,0%;Partenaire;Livrée
V00655;2026-01-31;C0111;P020;COM09;6;47,76 €;5,0%;E-commerce;Livrée
V00656;2026-03-31;C0123;P020;COM10;3;50,68 €;5,0%;Partenaire;Livrée
V00657;2026-08-25;C0024;P015;COM03;5;39,46 €;15,0%;Commercial terrain;Livrée
V00658;2026-08-28;C0112;P001;COM01;7;419,69 €;3,0%;Partenaire;Livrée
V00659;2026-07-24;C0136;P014;COM09;3;43,97 €;3,0%;Partenaire;Livrée
V00660;2025-11-06;C0086;P039;COM02;12;138,98 €;0,0%;E-commerce;Livrée
V00661;2025-09-26;C0085;P009;COM04;11;569,35 €;3,0%;Partenaire;Livrée
V00662;2026-05-19;C0070;P009;COM01;5;556,63 €;0,0%;Commercial terrain;Annulée
V00663;2026-05-08;C0128;P033;COM02;12;233,75 €;3,0%;E-commerce;Livrée
V00664;2025-06-16;C0016;P022;COM05;8;186,29 €;0,0%;Commercial terrain;Livrée
V00665;2025-02-24;C0077;P029;COM04;11;168,51 €;3,0%;E-commerce;Livrée
V00666;2025-10-26;C0021;P013;COM01;2;55,94 €;0,0%;Commercial terrain;Livrée
V00667;2025-11-05;C0077;P007;COM04;9;372,83 €;15,0%;Téléphone;Livrée
V00668;2025-05-21;C0080;P034;COM04;7;158,23 €;0,0%;E-commerce;Livrée
V00669;2025-06-08;C0148;P014;COM07;9;42,75 €;15,0%;E-commerce;En cours
V00670;2026-04-17;C0021;P010;COM01;1;409,81 €;3,0%;Commercial terrain;Livrée
V00671;2026-03-29;C0101;P021;COM07;1;316,53 €;0,0%;Téléphone;Livrée
V00672;2025-05-26;C0065;P010;COM06;4;390,87 €;0,0%;Partenaire;Livrée
V00673;2025-03-21;C0006;P030;COM06;1;141,02 €;0,0%;E-commerce;En cours
V00674;2025-05-02;C0072;P005;COM09;5;388,63 €;15,0%;E-commerce;Livrée
V00675;2026-09-09;C0055;P013;COM09;11;54,14 €;0,0%;Téléphone;Livrée
V00676;2026-08-17;C0103;P012;COM08;9;68,52 €;8,0%;Téléphone;Annulée
V00677;2026-08-07;C0019;P001;COM03;9;396,75 €;0,0%;Commercial terrain;Livrée
V00678;2026-07-05;C0003;P015;COM03;9;41,43 €;5,0%;Commercial terrain;Annulée
V00679;2025-07-09;C0129;P013;COM07;6;58,73 €;5,0%;Téléphone;Annulée
V00680;2025-08-22;C0121;P022;COM01;2;176,63 €;8,0%;Téléphone;En cours
V00681;2026-01-05;C0082;P006;COM03;6;497,18 €;5,0%;Commercial terrain;En cours
V00682;2026-09-07;C0088;P016;COM10;9;72,11 €;15,0%;Partenaire;Livrée
V00683;2025-03-13;C0140;P013;COM06;1;58,85 €;5,0%;E-commerce;En cours
V00684;2026-03-25;C0023;P011;COM09;7;39,88 €;8,0%;E-commerce;Livrée
V00685;2025-03-08;C0108;P023;COM05;4;212,08 €;5,0%;E-commerce;Livrée
V00686;2026-03-11;C0147;P019;COM08;11;77,81 €;3,0%;Partenaire;Annulée
V00687;2026-02-19;C0144;P011;COM08;8;38,32 €;3,0%;Partenaire;En cours
V00688;2025-08-25;C0037;P007;COM01;12;347,16 €;0,0%;Partenaire;Livrée
V00689;2025-07-03;C0113;P011;COM08;5;41,07 €;0,0%;E-commerce;Annulée
V00690;2026-05-20;C0137;P020;COM01;11;48,70 €;8,0%;Commercial terrain;Annulée
V00691;2025-12-18;C0006;P030;COM05;2;144,65 €;3,0%;Partenaire;En cours
V00692;2026-04-16;C0011;P013;COM03;9;56,38 €;15,0%;Commercial terrain;Livrée
V00693;2026-05-19;C0127;P021;COM05;12;302,15 €;15,0%;E-commerce;Annulée
V00694;2026-05-18;C0139;P039;COM06;3;139,78 €;5,0%;Commercial terrain;En cours
V00695;2026-08-29;C0112;P020;COM02;6;45,90 €;8,0%;E-commerce;Livrée
V00696;2026-01-11;C0103;P023;COM07;7;198,32 €;3,0%;Commercial terrain;En cours
V00697;2025-12-26;C0016;P017;COM05;4;46,57 €;8,0%;E-commerce;Livrée
V00698;2025-11-09;C0031;P012;COM02;1;66,41 €;0,0%;Partenaire;En cours
V00699;2026-08-05;C0124;P002;COM04;12;761,07 €;0,0%;Commercial terrain;En cours
V00700;2026-08-08;C0115;P040;COM04;2;160,21 €;0,0%;Téléphone;Livrée
V00701;2026-05-24;C0148;P012;COM08;10;64,33 €;5,0%;Téléphone;En cours
V00702;2025-03-19;C0057;P018;COM06;1;70,29 €;8,0%;Partenaire;Livrée
V00703;2025-04-05;C0026;P019;COM06;2;74,16 €;8,0%;Partenaire;En cours
V00704;2025-08-03;C0102;P021;COM07;9;318,95 €;5,0%;Commercial terrain;Livrée
V00705;2026-03-01;C0119;P035;COM04;8;130,50 €;8,0%;Téléphone;Livrée
V00706;2026-06-13;C0050;P015;COM06;11;42,01 €;10,0%;Partenaire;Livrée
V00707;2026-06-30;C0128;P036;COM01;4;124,35 €;0,0%;Téléphone;Livrée
V00708;2025-11-04;C0128;P022;COM02;2;180,56 €;15,0%;Partenaire;Livrée
V00709;2025-10-21;C0044;P017;COM04;7;44,10 €;0,0%;Téléphone;Livrée
V00710;2025-09-09;C0088;P034;COM10;9;172,12 €;5,0%;E-commerce;Livrée
V00711;2025-06-13;C0077;P002;COM03;5;793,34 €;3,0%;Téléphone;Livrée
V00712;2026-05-13;C0007;P006;COM09;6;504,26 €;15,0%;E-commerce;En cours
V00713;2026-01-08;C0025;P010;COM10;4;389,88 €;10,0%;E-commerce;Annulée
V00714;2026-08-18;C0072;P006;COM10;4;504,15 €;15,0%;Commercial terrain;Livrée
V00715;2026-08-22;C0115;P030;COM03;4;140,01 €;0,0%;Téléphone;Livrée
V00716;2026-03-27;C0121;P004;COM02;8;666,63 €;10,0%;E-commerce;Livrée
V00717;2026-07-13;C0125;P017;COM04;5;47,96 €;0,0%;Commercial terrain;En cours
V00718;2026-01-12;C0087;P003;COM09;12;596,45 €;0,0%;Téléphone;Livrée
V00719;2026-07-20;C0114;P025;COM10;11;266,50 €;15,0%;Téléphone;En cours
V00720;2026-02-02;C0004;P018;COM10;5;68,31 €;15,0%;Téléphone;Livrée
V00721;2025-08-04;C0044;P022;COM04;11;175,23 €;0,0%;Commercial terrain;Livrée
V00722;2026-05-19;C0139;P023;COM06;12;207,30 €;15,0%;E-commerce;Livrée
V00723;2025-09-25;C0149;P024;COM01;7;307,11 €;15,0%;Commercial terrain;En cours
V00724;2025-01-29;C0015;P031;COM05;11;171,19 €;5,0%;Téléphone;Livrée
V00725;2025-11-18;C0023;P012;COM09;4;66,22 €;15,0%;Téléphone;Annulée
V00726;2026-02-25;C0091;P033;COM06;12;213,47 €;0,0%;Commercial terrain;Livrée
V00727;2025-07-23;C0023;P025;COM10;3;276,55 €;5,0%;Téléphone;Livrée
V00728;2025-01-24;C0065;P032;COM05;4;135,81 €;15,0%;Téléphone;Livrée
V00729;2026-02-15;C0126;P011;COM10;2;42,86 €;0,0%;E-commerce;Livrée
V00730;2026-06-23;C0128;P034;COM02;2;155,76 €;0,0%;Téléphone;Livrée
V00731;2025-10-22;C0146;P010;COM06;7;430,25 €;8,0%;Téléphone;Livrée
V00732;2025-07-13;C0124;P029;COM03;3;149,88 €;3,0%;Téléphone;Annulée
V00733;2026-04-07;C0071;P032;COM08;2;131,15 €;0,0%;Commercial terrain;En cours
V00734;2025-08-06;C0114;P018;COM10;2;68,36 €;0,0%;E-commerce;Livrée
V00735;2025-08-29;C0139;P003;COM06;1;564,96 €;8,0%;Partenaire;Livrée
V00736;2026-02-09;C0109;P039;COM03;1;141,14 €;3,0%;Téléphone;Annulée
V00737;2026-05-20;C0099;P010;COM10;2;401,01 €;8,0%;Partenaire;Livrée
V00738;2025-09-24;C0031;P003;COM02;3;583,89 €;15,0%;Commercial terrain;Livrée
V00739;2026-03-17;C0080;P018;COM04;9;70,44 €;0,0%;Commercial terrain;En cours
V00740;2025-06-04;C0129;P014;COM07;3;39,64 €;0,0%;E-commerce;En cours
V00741;2025-09-24;C0044;P030;COM04;2;156,50 €;5,0%;E-commerce;En cours
V00742;2026-01-01;C0144;P034;COM08;2;169,02 €;15,0%;Téléphone;Livrée
V00743;2025-12-24;C0025;P020;COM09;3;50,87 €;10,0%;Commercial terrain;Annulée
V00744;2026-08-23;C0057;P036;COM05;10;121,28 €;0,0%;Téléphone;En cours
V00745;2025-04-07;C0096;P020;COM07;11;51,81 €;0,0%;Partenaire;Livrée
V00746;2026-08-28;C0029;P011;COM04;1;38,18 €;15,0%;Partenaire;En cours
V00747;2025-10-03;C0003;P003;COM04;11;593,38 €;5,0%;Commercial terrain;Annulée
V00748;2025-05-13;C0057;P020;COM05;6;50,64 €;10,0%;E-commerce;Annulée
V00749;2026-09-09;C0113;P027;COM07;5;186,51 €;15,0%;Partenaire;Livrée
V00750;2025-01-22;C0056;P026;COM01;7;303,72 €;15,0%;Téléphone;Livrée
V00751;2025-11-02;C0145;P021;COM06;11;310,83 €;3,0%;E-commerce;Livrée
V00752;2026-06-09;C0054;P031;COM10;7;179,27 €;8,0%;Partenaire;Livrée
V00753;2026-03-09;C0109;P030;COM03;11;145,47 €;0,0%;Commercial terrain;En cours
V00754;2025-08-18;C0042;P036;COM02;11;129,08 €;0,0%;Commercial terrain;En cours
V00755;2026-03-24;C0022;P021;COM04;3;326,24 €;10,0%;Commercial terrain;Livrée
V00756;2026-06-20;C0126;P040;COM10;1;154,98 €;0,0%;E-commerce;Annulée
V00757;2026-03-12;C0122;P032;COM05;11;144,29 €;15,0%;Commercial terrain;Livrée
V00758;2025-09-18;C0022;P009;COM03;12;569,03 €;0,0%;Téléphone;En cours
V00759;2025-02-16;C0023;P021;COM10;6;310,17 €;5,0%;Partenaire;Annulée
V00760;2025-09-29;C0101;P015;COM07;3;37,39 €;8,0%;Commercial terrain;Livrée
V00761;2026-03-21;C0006;P027;COM05;2;182,27 €;10,0%;Partenaire;En cours
V00762;2026-02-19;C0144;P025;COM08;12;286,92 €;10,0%;Partenaire;Livrée
V00763;2025-03-31;C0035;P001;COM07;4;391,03 €;0,0%;Téléphone;Livrée
V00764;2025-08-03;C0143;P017;COM07;7;47,74 €;15,0%;Téléphone;Livrée
V00765;2025-11-05;C0136;P033;COM09;7;210,17 €;0,0%;Téléphone;En cours
V00766;2026-05-12;C0139;P031;COM05;10;173,72 €;3,0%;Partenaire;Livrée
V00767;2025-12-08;C0004;P030;COM09;7;153,66 €;10,0%;Commercial terrain;Livrée
V00768;2026-05-15;C0119;P035;COM04;10;131,39 €;10,0%;Partenaire;Livrée
V00769;2025-03-04;C0006;P040;COM06;6;155,03 €;3,0%;Partenaire;En cours
V00770;2025-04-30;C0146;P031;COM06;12;178,32 €;0,0%;Commercial terrain;Livrée
V00771;2026-04-26;C0102;P016;COM08;9;70,31 €;10,0%;Commercial terrain;Annulée
V00772;2026-04-25;C0036;P026;COM08;7;326,33 €;10,0%;Commercial terrain;En cours
V00773;2025-06-15;C0056;P006;COM02;11;496,47 €;0,0%;e-commerce;Livrée
V00774;2026-09-13;C0145;P029;COM05;8;155,67 €;0,0%;E-commerce;Livrée
V00775;2026-01-03;C0074;P012;COM04;3;68,93 €;8,0%;E-commerce;Livrée
V00776;2025-12-12;C0127;P016;COM05;2;73,61 €;5,0%;Commercial terrain;Livrée
V00777;2025-12-30;C0013;P011;COM10;12;42,41 €;8,0%;E-commerce;Livrée
V00778;2026-03-25;C0135;P007;COM05;10;374,27 €;15,0%;E-commerce;Annulée
V00779;2025-02-12;C0149;P012;COM01;11;62,74 €;0,0%;Commercial terrain;Livrée
V00780;2025-10-27;C0130;P007;COM08;3;376,09 €;3,0%;Téléphone;Livrée
V00781;2025-07-26;C0129;P001;COM08;4;430,36 €;5,0%;Commercial terrain;Livrée
V00782;2026-06-02;C0046;P019;COM09;6;75,60 €;5,0%;Commercial terrain;Livrée
V00783;2025-06-05;C0124;P010;COM03;7;406,23 €;5,0%;Partenaire;Annulée
V00784;2026-01-06;C0009;P011;COM02;1;41,58 €;8,0%;E-commerce;Livrée
V00785;2025-12-13;C0089;P012;COM08;7;62,25 €;15,0%;E-commerce;Livrée
V00786;2026-08-12;C0016;P029;COM06;7;167,95 €;10,0%;Commercial terrain;Livrée
V00787;2025-12-19;C0004;P036;COM10;10;133,65 €;10,0%;Partenaire;En cours
V00788;2025-07-30;C0130;P027;COM08;4;204,58 €;0,0%;E-commerce;Annulée
V00789;2025-12-09;C0115;P036;COM03;9;123,01 €;0,0%;Commercial terrain;Annulée
V00790;2025-12-15;C0043;P002;COM07;9;773,45 €;0,0%;Commercial terrain;En cours
V00791;2026-06-02;C0030;P025;COM05;5;285,19 €;3,0%;E-commerce;Livrée
V00792;2025-05-08;C0132;P040;COM02;12;143,89 €;3,0%;Téléphone;Annulée
V00793;2026-08-03;C0066;P021;COM02;5;313,40 €;15,0%;Téléphone;En cours
V00794;2026-06-17;C0071;P022;COM07;9;179,36 €;15,0%;Commercial terrain;En cours
V00795;2025-04-11;C0040;P029;COM10;2;151,22 €;5,0%;Téléphone;En cours
V00796;2025-08-08;C0132;P025;COM01;11;281,46 €;8,0%;Partenaire;Livrée
V00797;2026-08-22;C0147;P031;COM08;12;190,06 €;5,0%;Partenaire;Livrée
V00798;2025-05-28;C0149;P034;COM01;12;160,74 €;10,0%;E-commerce;Livrée
V00799;2026-04-12;C0140;P012;COM05;9;64,93 €;0,0%;Partenaire;Livrée
V00800;2025-05-04;C0109;P003;COM04;9;557,23 €;3,0%;Commercial terrain;Livrée
V00801;2025-11-07;C0084;P002;COM04;3;728,03 €;8,0%;Partenaire;Livrée
V00802;2025-11-09;C0080;P013;COM03;12;55,14 €;0,0%;Commercial terrain;Livrée
V00803;2025-02-15;C0123;P040;COM10;5;155,28 €;3,0%;Partenaire;En cours
V00804;2026-09-13;C0036;P035;COM07;11;126,95 €;5,0%;Partenaire;Livrée
V00805;2025-11-30;C0024;P026;COM04;4;329,10 €;3,0%;E-commerce;En cours
V00806;2025-10-12;C0024;P002;COM03;10;777,24 €;15,0%;Commercial terrain;Annulée
V00807;2025-05-07;C0023;P037;COM09;10;205,01 €;8,0%;Téléphone;En cours
V00808;2026-05-30;C0006;P037;COM05;3;210,37 €;3,0%;Téléphone;Livrée
V00809;2026-08-17;C0130;P037;COM07;10;193,57 €;8,0%;E-commerce;En cours
V00810;2025-01-24;C0101;P013;COM08;7;51,75 €;8,0%;Commercial terrain;En cours
V00811;2025-09-21;C0025;P007;COM09;9;352,77 €;0,0%;Téléphone;Livrée
V00812;2025-04-02;C0042;P029;COM02;11;152,84 €;8,0%;Commercial terrain;Livrée
V00813;2025-01-28;C0016;P026;COM06;2;305,17 €;5,0%;Commercial terrain;Livrée
V00814;2026-01-20;C0033;P014;COM01;4;43,52 €;8,0%;Téléphone;En cours
V00815;2026-06-05;C0149;P009;COM02;5;524,84 €;5,0%;Partenaire;Livrée
V00816;2026-05-11;C0009;P016;COM02;1;70,78 €;8,0%;E-commerce;Livrée
V00817;2026-07-23;C0035;P040;COM08;7;152,85 €;15,0%;Téléphone;Livrée
V00818;2026-01-18;C0046;P037;COM09;7;210,34 €;8,0%;Partenaire;Livrée
V00819;2025-01-02;C0136;P012;COM10;1;62,24 €;5,0%;Commercial terrain;Annulée
V00820;2025-09-14;C0113;P015;COM08;10;41,38 €;3,0%;E-commerce;Livrée
V00821;2026-07-01;C0019;P006;COM04;7;510,62 €;15,0%;Téléphone;Annulée
V00822;2025-10-14;C0127;P035;COM05;6;134,07 €;3,0%;Commercial terrain;En cours
V00823;2025-10-07;C0070;P023;COM02;4;208,34 €;8,0%;Commercial terrain;Livrée
V00824;2025-05-17;C0001;P001;COM02;1;421,54 €;5,0%;Partenaire;En cours
V00825;2026-07-06;C0022;P037;COM03;1;208,54 €;15,0%;Partenaire;Livrée
V00826;2025-12-28;C0112;P026;COM02;3;326,58 €;15,0%;E-commerce;Livrée
V00827;2026-04-19;C0109;P031;COM03;1;173,22 €;0,0%;Commercial terrain;Livrée
V00828;2025-07-16;C0025;P016;COM10;4;77,63 €;3,0%;E-commerce;Livrée
V00829;2026-05-20;C0056;P014;COM01;11;41,54 €;15,0%;Commercial terrain;Annulée
V00830;2026-05-28;C0146;P039;COM05;4;142,60 €;8,0%;Téléphone;Livrée
V00831;2026-08-26;C0035;P010;COM07;5;434,44 €;15,0%;Téléphone;Annulée
V00832;2025-10-08;C0052;P037;COM09;10;191,81 €;8,0%;Partenaire;Livrée
V00833;2026-03-14;C0015;P030;COM06;7;142,52 €;10,0%;Partenaire;En cours
V00834;2026-01-06;C0013;P004;COM09;5;700,35 €;8,0%;Partenaire;Livrée
V00835;2025-01-06;C0116;P023;COM09;2;219,96 €;15,0%;E-commerce;Livrée
V00836;2026-03-10;C0021;P014;COM01;3;41,17 €;0,0%;E-commerce;Livrée
V00837;2026-05-07;C0127;P023;COM05;5;202,46 €;5,0%;Téléphone;Livrée
V00838;2025-02-25;C0098;P005;COM05;10;386,22 €;15,0%;E-commerce;En cours
V00839;2026-08-16;C0034;P004;COM03;1;652,96 €;15,0%;E-commerce;Livrée
V00840;2025-03-05;C0130;P021;COM07;10;311,75 €;0,0%;E-commerce;Livrée
V00841;2026-07-27;C0015;P026;COM06;7;295,92 €;15,0%;Partenaire;Livrée
V00842;2026-09-06;C0004;P026;COM10;8;324,77 €;8,0%;E-commerce;Livrée
V00843;2025-01-27;C0134;P014;COM10;2;39,91 €;8,0%;e-commerce;Annulée
V00844;2025-07-18;C0035;P024;COM08;7;302,28 €;8,0%;Partenaire;Livrée
V00845;2025-09-06;C0038;P004;COM03;3;647,21 €;5,0%;Commercial terrain;Livrée
V00846;2026-08-21;C0040;P033;COM09;5;227,38 €;3,0%;Commercial terrain;Livrée
V00847;2026-06-15;C0040;P017;COM09;9;47,60 €;8,0%;E-commerce;En cours
V00848;2025-12-19;C0053;P014;COM05;2;41,24 €;10,0%;Partenaire;En cours
V00849;2026-09-07;C0096;P021;COM08;7;299,70 €;0,0%;Partenaire;Livrée
V00850;2026-05-23;C0062;P016;COM05;12;70,41 €;8,0%;Téléphone;Livrée
V00851;2026-05-08;C0096;P015;COM08;7;37,95 €;0,0%;Commercial terrain;Livrée
V00852;2025-03-17;C0105;P039;COM09;2;133,06 €;5,0%;Téléphone;Annulée
V00853;2026-01-04;C0013;P014;COM09;4;40,92 €;0,0%;Commercial terrain;Livrée
V00854;2025-12-14;C0070;P014;COM01;1;40,32 €;3,0%;E-commerce;Livrée
V00855;2025-05-21;C0113;P023;COM07;4;204,06 €;0,0%;Commercial terrain;Livrée
V00856;2025-06-25;C0128;P009;COM01;3;585,29 €;0,0%;Téléphone;Livrée
V00857;2026-06-30;C0112;P022;COM02;10;175,78 €;10,0%;Téléphone;Livrée
V00858;2026-08-25;C0051;P011;COM08;6;39,07 €;10,0%;Commercial terrain;Livrée
V00859;2026-06-05;C0145;P006;COM05;8;516,70 €;8,0%;E-commerce;Livrée
V00860;2026-06-05;C0115;P034;COM04;9;160,88 €;3,0%;Commercial terrain;Annulée
V00861;2026-05-10;C0146;P019;COM06;10;72,55 €;15,0%;E-commerce;Livrée
V00862;2025-08-13;C0054;P017;COM10;7;43,98 €;5,0%;Partenaire;Annulée
V00863;2025-06-10;C0111;P039;COM10;2;132,91 €;0,0%;Commercial terrain;En cours
V00864;2026-06-16;C0104;P003;COM01;8;584,89 €;3,0%;Partenaire;En cours
V00865;2026-04-24;C0127;P025;COM06;8;273,71 €;5,0%;E-commerce;Livrée
V00866;2026-03-29;C0066;P005;COM02;6;400,37 €;3,0%;E-commerce;Livrée
V00867;2025-08-22;C0027;P005;COM01;6;357,05 €;0,0%;Commercial terrain;Livrée
V00868;2025-12-04;C0072;P019;COM10;4;75,51 €;0,0%;Commercial terrain;Livrée
V00869;2025-11-03;C0080;P027;COM04;7;203,06 €;15,0%;E-commerce;En cours
V00870;2026-06-09;C0041;P016;COM04;4;75,16 €;0,0%;Partenaire;Livrée
V00871;2026-06-13;C0137;P023;COM02;2;204,28 €;0,0%;Partenaire;En cours
V00872;2025-08-03;C0129;P039;COM08;1;137,34 €;8,0%;Téléphone;Livrée
V00873;2025-01-10;C0147;P023;COM08;4;207,22 €;10,0%;Partenaire;Annulée
V00874;2025-11-03;C0095;P040;COM09;1;162,52 €;0,0%;Commercial terrain;Annulée
V00875;2026-09-10;C0116;P015;COM10;7;37,32 €;5,0%;Téléphone;En cours
V00876;2025-04-22;C0096;P021;COM08;2;293,34 €;10,0%;Téléphone;Livrée
V00877;2026-09-10;C0145;P013;COM05;4;52,08 €;5,0%;Commercial terrain;Livrée
V00878;2025-08-27;C0083;P032;COM09;1;137,78 €;0,0%;Téléphone;Livrée
V00879;2026-02-25;C0116;P009;COM09;3;559,83 €;5,0%;E-commerce;En cours
V00880;2025-07-31;C0036;P021;COM07;7;319,51 €;10,0%;Partenaire;Livrée
V00881;2026-09-11;C0088;P035;COM09;12;130,72 €;3,0%;Téléphone;Livrée
V00882;2025-05-27;C0132;P027;COM01;10;202,69 €;8,0%;Commercial terrain;Annulée
V00883;2026-05-18;C0135;P040;COM06;1;158,77 €;3,0%;Partenaire;Livrée
V00884;2025-11-01;C0116;P029;COM09;4;153,06 €;8,0%;Partenaire;En cours
V00885;2026-01-29;C0049;P027;COM09;12;206,24 €;0,0%;Téléphone;Livrée
V00886;2026-07-05;C0083;P015;COM09;8;39,13 €;15,0%;E-commerce;Livrée
V00887;2025-03-20;C0028;P029;COM08;8;152,75 €;0,0%;E-commerce;En cours
V00888;2025-01-28;C0020;P026;COM08;6;322,74 €;15,0%;Téléphone;En cours
V00889;2025-02-08;C0004;P009;COM10;12;587,82 €;3,0%;Partenaire;En cours
V00890;2026-04-18;C0019;P039;COM03;11;134,90 €;5,0%;Téléphone;En cours
V00891;2025-10-13;C0044;P002;COM03;10;723,84 €;3,0%;E-commerce;Annulée
V00892;2026-02-05;C0046;P001;COM09;11;399,81 €;5,0%;Commercial terrain;Livrée
V00893;2025-08-10;C0010;P031;COM01;12;169,10 €;10,0%;E-commerce;En cours
V00894;2025-11-12;C0130;P001;COM07;1;426,96 €;15,0%;Téléphone;Livrée
V00895;2026-01-19;C0069;P006;COM09;1;492,45 €;0,0%;Commercial terrain;Livrée
V00896;2025-03-06;C0062;P012;COM05;12;63,17 €;5,0%;E-commerce;Livrée
V00897;2025-11-27;C0051;P037;COM07;7;209,76 €;0,0%;Téléphone;Livrée
V00898;2025-04-19;C0105;P013;COM10;1;54,51 €;3,0%;E-commerce;En cours
V00899;2025-08-06;C0135;P005;COM05;11;396,03 €;10,0%;Commercial terrain;Livrée
